timestamp,stock,price,volume,bid_price,ask_price,spread
2025-03-27 09:00:00,LMN,144.84,9934,144.18,145.27,1.09
2025-03-27 09:00:00,LMN,101.72,4957,101.08,102.31,1.23
2025-03-27 09:00:00,LMN,137.61,2893,137.02,138.01,0.99
2025-03-27 09:00:00,LMN,148.81,9487,148.65,149.02,0.37
2025-03-27 09:00:00,LMN,110.83,7176,110.56,111.67,1.11
2025-03-27 09:00:00,LMN,120.4,2547,119.78,121.32,1.54
2025-03-27 09:00:00,LMN,174.84,2997,174.42,175.37,0.95
2025-03-27 09:00:00,LMN,132.42,7873,132.09,133.34,1.25
2025-03-27 09:00:00,LMN,167.52,4448,167.0,168.5,1.5
2025-03-27 09:00:00,LMN,184.52,6280,183.58,185.46,1.88
2025-03-27 09:00:00,LMN,185.86,3023,185.31,185.96,0.65
2025-03-27 09:00:00,LMN,184.46,8876,183.94,184.71,0.77
2025-03-27 09:00:00,LMN,196.83,1058,196.13,197.83,1.7
2025-03-27 09:00:00,LMN,144.57,4010,144.23,145.12,0.89
2025-03-27 09:00:00,LMN,183.8,7099,182.87,184.0,1.13
2025-03-27 09:00:00,LMN,133.25,2597,132.75,134.24,1.49
2025-03-27 09:00:00,LMN,177.03,6635,176.11,177.98,1.87
2025-03-27 09:00:00,LMN,101.25,1564,100.63,102.07,1.44
2025-03-27 09:00:00,LMN,122.36,7476,121.89,122.92,1.03
2025-03-27 09:00:00,LMN,127.51,955,127.18,128.51,1.33
2025-03-27 09:00:00,LMN,102.49,3340,101.74,102.77,1.03
2025-03-27 09:00:00,LMN,123.58,7314,123.03,124.58,1.55
2025-03-27 09:00:00,LMN,181.07,7035,180.79,181.61,0.82
2025-03-27 09:00:00,LMN,108.23,2874,107.89,109.05,1.16
2025-03-27 09:00:01,LMN,199.72,4875,199.54,200.39,0.85
2025-03-27 09:00:01,LMN,108.67,3723,107.92,109.63,1.71
2025-03-27 09:00:01,LMN,198.07,2270,197.82,198.29,0.47
2025-03-27 09:00:01,LMN,161.06,3212,160.41,161.71,1.3
2025-03-27 09:00:01,LMN,115.15,1767,114.42,115.27,0.85
2025-03-27 09:00:01,LMN,154.0,6158,153.83,154.66,0.83
2025-03-27 09:00:01,LMN,191.08,7246,190.93,191.98,1.05
2025-03-27 09:00:01,LMN,182.78,8696,182.34,183.54,1.2
2025-03-27 09:00:01,LMN,109.21,7666,108.68,109.62,0.94
2025-03-27 09:00:01,LMN,116.26,6283,115.8,116.99,1.19
2025-03-27 09:00:01,LMN,188.73,6220,188.13,189.49,1.36
2025-03-27 09:00:01,LMN,182.63,454,182.27,182.94,0.67
2025-03-27 09:00:01,LMN,108.09,2501,107.23,109.04,1.81
2025-03-27 09:00:01,LMN,147.17,1330,146.21,148.16,1.95
2025-03-27 09:00:01,LMN,109.79,8560,109.19,110.63,1.44
2025-03-27 09:00:01,LMN,139.3,6781,138.63,140.15,1.52
2025-03-27 09:00:01,LMN,188.39,1974,187.9,189.23,1.33
2025-03-27 09:00:01,LMN,185.46,477,185.35,185.73,0.38
2025-03-27 09:00:01,LMN,156.33,3052,156.07,156.74,0.67
2025-03-27 09:00:01,LMN,101.6,3642,100.78,101.82,1.04
2025-03-27 09:00:02,LMN,136.79,498,136.58,137.59,1.01
2025-03-27 09:00:02,LMN,179.81,4081,179.47,180.1,0.63
2025-03-27 09:00:02,LMN,170.52,5560,169.65,170.99,1.34
2025-03-27 09:00:02,LMN,158.4,2507,158.14,158.78,0.64
2025-03-27 09:00:02,LMN,143.74,9289,143.5,144.45,0.95
2025-03-27 09:00:02,LMN,182.54,1704,181.73,183.3,1.57
2025-03-27 09:00:02,LMN,174.23,8776,173.56,174.96,1.4
2025-03-27 09:00:02,LMN,110.83,7690,110.59,111.38,0.79
2025-03-27 09:00:02,LMN,170.66,7803,169.92,171.59,1.67
2025-03-27 09:00:02,LMN,172.27,9256,171.99,173.25,1.26
2025-03-27 09:00:02,LMN,136.41,7793,135.9,136.65,0.75
2025-03-27 09:00:02,LMN,189.83,9969,189.5,190.02,0.52
2025-03-27 09:00:02,LMN,160.44,4745,159.84,160.7,0.86
2025-03-27 09:00:02,LMN,198.48,7299,198.22,199.23,1.01
2025-03-27 09:00:03,LMN,116.14,5053,115.85,117.0,1.15
2025-03-27 09:00:03,LMN,189.93,2739,189.2,190.06,0.86
2025-03-27 09:00:03,LMN,185.65,8176,185.46,185.99,0.53
2025-03-27 09:00:03,LMN,162.81,5425,162.24,163.17,0.93
2025-03-27 09:00:03,LMN,114.6,2388,114.28,115.11,0.83
2025-03-27 09:00:03,LMN,142.01,7554,141.21,142.74,1.53
2025-03-27 09:00:03,LMN,127.07,4793,126.69,127.42,0.73
2025-03-27 09:00:03,LMN,198.71,8069,197.86,198.82,0.96
2025-03-27 09:00:03,LMN,123.32,9205,122.77,123.47,0.7
